,RESDATE,RESCOL,BIDCITY,MONTH,PSTALP,BSTATUS,FAILMON,PO_COST,COST21,BSTATDT,COST20,TERMDATE,BIDNAME,RESTYPE_II,FAILDATE,RESTYPE1,CHCLASS1,FSL_PROG,BRCERT,CERT,BRDOCKET,COST07,COST08,COST09,L_REPDTE,FRAUD,COST03,COST04,COST05,COST06,RSSDID,COMMENTS,BIDCERT,COSTMOSTRECENTASOF,QBRASSET,URL,RESLOS,MONTHTXT,QBFASSET,QBFEQ,TXHC,QBREQ,COST00,COST01,BIDDOCK,COST02,COST18,COST19,RESCOST,ATFIN,COST14,COST15,COST16,COST17,CITY,R_UPDATE,FAILTXT,COST10,COST98,COST11,COST99,COST12,COST13,COST95,DAY,COST96,COST97,QBFDEP,CLOSCD,FIN2,RESEQ,RESTYPE,CITYST,RESDEP,RESPUT,PTRDATE,COSTMOSTRECENT,FAILDAY,INCTDT,TERMI,FAILYR,DOCKET,RESABAL,RESTYPE_OLD,BANKNO,RESPASS,SAVR,NAME,LOSSSHARE,FAILQTR,tagpal,BRDATE,BIDSTATE,CROSSS,OBA,COST,UNINSDEP,RESASSET,difal,CHCLASS,FUND,RESADJ,FIN,QBRDEP,CROSS,ID,REGION
3711,2/20/1982,,CHICAGO,,IL,,2,112439,27420,,27420,,"TALMAN HOME, FS&LA",,2/20/1982,A/A,SL,PHX,,29938.0,,27420,27420,27420,,,27420,27420,27420,27420,864770,,28244,30-Nov-22,280663.335,na,,,280663.335,8481.856,,8481.856,27420,27420,1223,27420,27420,27420,,,27420,27420,27420,27420,CHICAGO,,,27420,27420,27420,27420,27420,27420,27420.43,,27420.43,27420,231668.126,,,,ASSISTANCE,"CHICAGO, IL",,,,27420,,,,1982,4385,,,,,FSLIC,"ALLIANCE, S&LA",0,1,,,IL,,1,27420.0,,,,SL,3,,0,231668.126,,645,Midwest
3712,2/20/1982,,CHICAGO,,IL,,2,327614,79895,,79895,,"TALMAN HOME, FS&LA",,2/20/1982,A/A,SL,PHX,,31035.0,,79895,79895,79895,,,79895,79895,79895,79895,602178,,28244,30-Nov-22,987428.645,na,,,987428.645,29386.937,,29386.937,79895,79895,1223,79895,79895,79895,,,79895,79895,79895,79895,NORRIDGE,,,79895,79895,79895,79895,79895,79895,79895.01,,79895.01,79895,738799.272,,,,ASSISTANCE,"NORRIDGE, IL",,,,79895,,,,1982,6290,,,,,FSLIC,"UNITY, SA",0,1,,,IL,,1,79895.0,,,,SL,3,,0,738799.272,,646,Midwest
3713,3/1/1982,3596,,,TX,I,3,,271,12/1/1992,271,10/1/1992,,,3/1/1982,PO,NM,,,15088.0,,271,271,271,12/31/1981,,271,271,271,271,441667,,,30-Nov-22,3908,na,438,,3908.0,354,0,354,271,271,,271,271,271,,,271,271,271,271,WOODSON,1/31/2022,,271,271,271,271,271,271,271,,271,271,3500.0,POSNN,6379,-3.03544,FAILURE,"WOODSON, TX",3470.08954,0,,271,,3/1/1982,T,1982,,0,,,0,BIF,THE BANK OF WOODSON,0,1,,,,,0,271.0,,4006.01578,,NM,1,28,6379,3500,0,647,South
3714,3/8/1982,,CHICAGO,,IL,,3,652,292,,292,,ILLINOIS-SERVICE FS&LA,,3/8/1982,A/A,SL,,,30711.0,,292,292,292,,,292,292,292,292,488671,,29399,30-Nov-22,2307.828,na,,,2307.828,-4.264,,-4.264,292,292,3395,292,292,292,,1623,292,292,292,292,CHICAGO,,,292,292,292,292,292,292,292,,292,292,2152.629,,1623,,ASSISTANCE,"CHICAGO, IL",,,,292,,,,1982,5787,,,,,FSLIC,MORGAN PARK S&LA,0,1,,,IL,,1,292.0,,,,SL,3,,1623,2152.629,,648,Midwest
3715,3/9/1982,,ROCHESTER,,NY,,3,116494,,,,,FIRST FS&LA OF ROCHESTER,,3/9/1982,A/A,SL,PHX,,29409.0,,,,,,,,,,,370673,,28678,30-Nov-22,477524.507,na,,,477524.507,588.822,,588.822,,,2125,,,,,,,,,,NEW YORK,,,,,,,,,,,,,241493.864,,,,ASSISTANCE,"NEW YORK, NY",,,,,,,,1982,3408,,,,,FSLIC,NINTH FEDERAL SAVINGS,0,1,,,NY,,1,,,,,SL,3,,0,241493.864,,649,Northeast
3716,,,,9,OK,,,,,,0,,,,9/15/1936,P&A,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Sep,,,,,0,0,,0,,,,,,,,,KINGFISHER,,9/15/1936,0,0,0,0,0,0,0,15,0,0,149.0,,,,FAILURE,"KINGFISHER, OK",,,,,9/15/2022,,,1936,,,P&A,,,BIF,SECURITY BANK,,,,,,,,,,,,NM,1,,0,,,65,South
3717,3/9/1982,,ROCHESTER,,NY,,3,155512,,,,,FIRST FS&LA OF ROCHESTER,,3/9/1982,A/A,SL,PHX,,29727.0,,,,,,,,,,,115678,,28678,30-Nov-22,528825.387,na,,,528825.387,1043.93,,1043.93,,,2125,,,,,,,,,,NEW YORK,,,,,,,,,,,,,347767.022,,,,ASSISTANCE,"NEW YORK, NY",,,,,,,,1982,3963,,,,,FSLIC,KNICKERBOCKER FS&LA,0,1,,,NY,,1,,,,,SL,3,,0,347767.022,,650,Northeast
3718,3/11/1982,,PARAMUS,,NJ,,3,,77340,,77340,,HUDSON CITY SAVINGS BANK,,3/11/1982,A/A,MI,,,12015.0,,77340,77340,77340,,,77340,77340,77340,77340,501507,,13074,30-Nov-22,688491,na,,,688491.0,12431,0,12431,77340,77340,,77340,77340,77340,,1906,77340,77340,77340,77340,NEWARK,,,77340,77340,77340,77340,77340,77340,77340.428,,77340.428,77340,576360.0,,1906,,ASSISTANCE,"NEWARK, NJ",,,,77340,,,,1982,,,,,,BIF,"UNITED STATES BK OF NEWARK, N.J.",0,1,,,NJ,,2,77340.0,,,,MI,1,,1906,576360,0,651,Northeast
3719,3/11/1982,,SEATTLE,,WA,,3,,44474,,44474,,FIRST INTERSTATE BK OF WA N,,3/11/1982,A/A,NM,,,19776.0,,44474,44474,44474,,,44474,44474,44474,44474,1005879,,2981,30-Nov-22,695542,na,,,695542.0,27854,0,27854,44474,44474,,44474,44474,44474,,1969,44474,44474,44474,44474,SPOKANE,,,44474,44474,44474,44474,44474,44474,44473.682,,44473.682,44474,568965.0,,1969,,ASSISTANCE,"SPOKANE, WA",,,,44474,,,,1982,,,,,,BIF,FIDELITY MUTUAL SAVINGS BANK,0,1,,,WA,,2,44474.0,,,,NM,1,,1969,568965,0,652,West
3720,3/15/1982,,HARTFORD,,CT,,3,118713,,,,,"NORTHEAST SAVINGS, A FS&LA",,3/15/1982,A/A,SL,,,29290.0,,,,,,,,,,,241876,,29290,30-Nov-22,377728.241,na,,,377728.241,3751.399,,3751.399,,,3231,,,,,,,,,,HARTFORD,,,,,,,,,,,,,352657.031,,,,ASSISTANCE,"HARTFORD, CT",,,,,,,,1982,3231,,,,,FSLIC,HARTFORD FS&LA,0,1,,,CT,,2,,,,,SL,3,,0,352657.031,,653,Northeast
3721,3/26/1982,,BUFFALO,,NY,,3,,751362,,751362,,THE BUFFALO SAVINGS BANK,,3/26/1982,A/A,MI,,,15901.0,,751362,751362,751362,,,751362,751362,751362,751362,1012710,,15963,30-Nov-22,3503545,na,,,3503545.0,68648,0,68648,751362,751362,,751362,751362,751362,,1907,751362,751362,751362,751362,NEW YORK,,,751362,751362,751362,751362,751362,751362,751362.434,,751362.434,751362,2900493.0,,1907,,ASSISTANCE,"NEW YORK, NY",,,,751362,,,,1982,,,,,,BIF,THE NEW YORK BK FOR SAVINGS,0,1,,,NY,,2,751362.0,,,,MI,1,,1907,2900493,0,654,Northeast
3722,8/16/1982,,SAN FRANCISCO,,CA,,4,612424,10213,,10213,,"CITICORP SAVINGS, A FS&LA",,4/1/1982,A/A,SL,,28251,28251.0,1235,10213,10213,10213,,,10213,10213,10213,10213,2132660,,28251,30-Nov-22,2909485.164,na,,,2909485.164,29954.319,,29954.319,10258,10213,1235,10213,10213,10213,,1630,10213,10213,10213,10213,SAN FRANCISCO,,,10213,10213,10213,10213,10213,10213,10213,,10213,10213,1408006.78,,1630,,ASSISTANCE,"SAN FRANCISCO, CA",,,,10213,,,,1982,1235,,,,,FSLIC,FIDELITY S&LA,0,2,,4/1/1982,CA,,1,10213.0,,,,SL,3,,1630,1408006.78,,655,West
3723,4/2/1982,11329,HUMBOLDT,,IA,I,4,,0,11/1/1995,0,7/1/1990,HAWKEYE BANK&TRUST,,4/2/1982,PA,N,,,4467.0,,0,0,0,3/31/1982,,0,0,0,0,920144,,23755,30-Nov-22,55412,na,5404,,55412.0,4178,0,4178,0,0,,0,0,0,,,0,0,0,0,HUMBOLDT,1/31/2022,,0,0,0,0,0,0,0,,0,0,47398.0,,2306,4.51914,FAILURE,"HUMBOLDT, IA",50232.37809,0,,0,,4/2/1982,T,1982,,0,,,38639.82885,BIF,THE FIRST NATIONAL BK IN HUMBOLD,0,2,,,IA,,0,0.0,,55372.81713,,N,1,0,2306,47398,0,656,Midwest
3724,4/2/1982,,PHILADELPHIA,,PA,,4,,29256,,29256,,PHILADELPHIA SVG FUND SOCIE,,4/2/1982,A/A,MI,,,15698.0,,29256,29256,29256,,,29256,29256,29256,29256,897116,,15750,30-Nov-22,2126384,na,,,2126384.0,6917,0,6917,29256,29256,,29256,29256,29256,,1908,29256,29256,29256,29256,PHILADELPHIA,,,29256,29256,29256,29256,29256,29256,29256.041,,29256.041,29256,1966280.0,,1908,,ASSISTANCE,"PHILADELPHIA, PA",,,,29256,,,,1982,,,,,,BIF,THE WESTERN SAVING FUND SOCIETY OF PHILADE,0,2,,,PA,,2,29256.0,,,,MI,1,,1908,1966280,0,657,Northeast
3725,4/3/1982,6966,DANVILLE,,VA,I,4,,3544,2/1/1991,3544,10/1/1988,PEOPLES BANK OF DANVILLE,,4/3/1982,PA,SM,,,21068.0,,3544,3544,3544,12/31/1981,,3544,3544,3544,3544,42121,,22371,30-Nov-22,14009,na,2616,,14009.0,871,0,871,3544,3544,,3544,3544,3544,,,3544,3544,3544,3544,STAFFORD,1/31/2022,,3544,3544,3544,3544,3544,3544,3544.483,,3544.483,3544,12228.0,,2305,0,FAILURE,"STAFFORD, VA",0,0,,3544,,4/3/1982,T,1982,,0,,,0,BIF,AQUIA BK & TR COMPANY,0,2,,,VA,,0,3544.0,,9577.13224,,SM,1,0,2305,12228,0,658,South
3726,3/1/1984,,CHICAGO,,IL,,4,1134038,634559,,634559,,CITICORP SAVINGS OF ILLINOI,,4/3/1982,A/A,SL,PHX,28820,28820.0,2428,634559,634559,634559,,,634559,634559,634559,634559,640974,FSLIC Assisted Merger - SIMS to be updated to show failure,28820,30-Nov-22,3534833.585,na,,,3534833.585,52666.01,,52666.01,635230,634559,2428,634559,634559,634559,,1652,634559,634559,634559,634559,GALENA,,,634559,634559,634559,634559,634559,634559,634285,,634559,634559,2839538.315,,1652,,ASSISTANCE,"GALENA, IL",,,,634559,,,,1982,2428,,,,,FSLIC,FIRST FS&LA OF CHICAGO,0,2,,3/3/1982,IL,,1,634559.0,,,,SL,3,,1652,2839538.315,,659,Midwest
3727,,,,9,MO,,,,,,0,,,,9/17/1936,PO,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Sep,70.0,,,,0,0,,0,,,,,,,,,TINDALL,,9/17/1936,0,0,0,0,0,0,0,17,0,0,52.0,,,,FAILURE,"TINDALL, MO",,,,,9/17/2022,,,1936,,,PO,,,BIF,FARMERS STATE BANK,,,,,,,,,,,,NM,1,,0,,,66,Midwest
3728,4/3/1982,,GALENA,,IL,,4,971939,,,,,FIRST FS&LA OF CHICAGO,,4/3/1982,A/A,SL,PHX,,31193.0,,,,,,,,,,,643470,,28820,30-Nov-22,633926.812,na,,,633926.812,6198.494,,6198.494,,,2428,,,,,,,,,,DOWNER'S GROVE,,,,,,,,,,,,,398164.412,,,,ASSISTANCE,"DOWNER'S GROVE, IL",,,,,,,,1982,6513,,,,,FSLIC,"FIRST FINANCIAL, S&LA",0,2,,,IL,,1,,,,,SL,3,,0,398164.412,,660,Midwest
3729,8/1/1983,,CENTEREACH,,NY,,4,472615,24982,,24982,,LONG ISLAND SAVINGS BANK  F,,4/15/1982,A/A,SL,PHX,29037,29037.0,2811,24982,24982,24982,,,24982,24982,24982,24982,887779,FSLIC Assisted Merger - SIMS to be updated to show failure,29037,30-Nov-22,1113262.927,na,,,1113262.927,10081.721,,10081.721,37562,24982,2811,24982,24982,24982,,1649,24982,24982,24982,24982,CENTEREACH,,,24982,24982,24982,24982,24982,24982,23949.614,,24982.19489,24982,950154.589,,1649,,ASSISTANCE,"CENTEREACH, NY",,,,24982,,,,1982,2811,,,,,FSLIC,SUFFOLK COUNTY FS&LA,0,2,,4/15/1982,NY,,1,24982.0,,,,SL,3,,1649,950154.589,,661,Northeast
3730,4/15/1982,,CENTEREACH,,NY,,4,745666,36754,,36754,,SUFFOLK COUNTY FS&LA,,4/15/1982,A/A,SL,PHX,,29935.0,,36754,36754,36754,,,36754,36754,36754,36754,863175,,29037,30-Nov-22,1409394.805,na,,,1409394.805,-77244.549,,-77244.549,55261,36754,2811,36754,36754,36754,,1649,36754,36754,36754,36754,ROCKVILLE CENTRE,,,36754,36754,36754,36754,36754,36754,37786.386,,36753.80511,36754,980663.537,,1649,,ASSISTANCE,"ROCKVILLE CENTRE, NY",,,,36754,,,,1982,4373,,,,,FSLIC,COUNTY FS&LA,0,2,,,NY,,1,36754.0,,,,SL,3,,1649,980663.537,,662,Northeast
3731,4/16/1982,4757,TYLER,,TX,I,4,,575,2/1/1991,575,12/1/1988,BANK OF TYLER NATIONAL A,,4/16/1982,PA,N,,,22103.0,,575,575,575,12/31/1981,,575,575,575,575,482969,,23833,30-Nov-22,8530,na,968,,8530.0,294,0,294,575,575,,575,575,575,,,575,575,575,575,TYLER,1/31/2022,,575,575,575,575,575,575,574.734,,574.734,575,8018.0,,2307,0,FAILURE,"TYLER, TX",0,0,,575,,4/16/1982,T,1982,,0,,,0,BIF,NATIONAL SECURITY BANK,0,2,,,TX,,0,575.0,,5772.00361,,N,1,-48,2307,8018,0,663,South
3732,4/29/1982,3791,TORRANCE,,CA,I,4,,4928,8/1/1991,4928,12/1/1988,COMMONWEALTH BANK,,4/29/1982,PA,NM,,,20988.0,,4928,4928,4928,3/31/1982,,4928,4928,4928,4928,125163,,22026,30-Nov-22,9758,na,4524,,9758.0,684,0,684,4928,4928,,4928,4928,4928,,,4928,4928,4928,4928,SAN DIEGO,1/31/2022,,4928,4928,4928,4928,4928,4928,4927.968,,4927.968,4928,8684.0,,2308,-23.04259,FAILURE,"SAN DIEGO, CA",10401.35594,0,,4928,,4/29/1982,T,1982,,0,,,2948.62252,BIF,PACIFIC COAST BANK,0,2,,,CA,,0,4928.0,,11263.17682,,NM,1,0,2308,8684,0,664,West
3733,4/30/1982,4907,,,TN,I,4,,2095,12/31/1988,2095,12/1/1987,,,4/30/1982,PO,NM,,,21569.0,,2095,2095,2095,3/31/1982,,2095,2095,2095,2095,156859,,,30-Nov-22,8739,na,2032,,8739.0,447,0,447,2095,2095,,2095,2095,2095,,,2095,2095,2095,2095,HUNTINGTON,1/31/2022,,2095,2095,2095,2095,2095,2095,2094.888,,2094.888,2095,8292.0,POSNN,6384,-50.6837,FAILURE,"HUNTINGTON, TN",8319.98749,0,,2095,,4/30/1982,T,1982,,0,,,0,BIF,CARROLL COUNTY BANK,0,2,,,,,0,2095.0,,6938.18826,,NM,1,0,6384,8292,0,665,South
3734,5/1/1982,13426,CHARLESTON,,IL,I,5,,2241,4/1/1989,2241,11/1/1988,EAGLE BANK OF CHARLESTON,,5/1/1982,PA,N,,,18299.0,,2241,2241,2241,12/31/1981,,2241,2241,2241,2241,517731,,23787,30-Nov-22,26807,na,1805,,26807.0,2307,0,2307,2241,2241,,2241,2241,2241,,,2241,2241,2241,2241,CHARLESTON,1/31/2022,,2241,2241,2241,2241,2241,2241,2240.932,,2240.932,2241,24200.0,,2309,0,FAILURE,"CHARLESTON, IL",0,0,,2241,,5/1/1982,T,1982,,0,,,0,BIF,COLES COUNTY NATIONAL BANK OF CHARLESTON,0,2,,,IL,,0,2241.0,,15122.41551,,N,1,109,2309,24200,0,666,Midwest
3735,5/15/1982,12621,ANN ARBOR,,MI,I,5,,243,8/1/1991,243,2/1/1990,MICHIGAN NB ANN ARBOR,,5/15/1982,PA,NM,,,20794.0,,243,243,243,3/31/1982,,243,243,243,243,500443,,22890,30-Nov-22,19915,na,1713,,19915.0,468,0,468,243,243,,243,243,243,,,243,243,243,243,YPSILANTAI,1/31/2022,,243,243,243,243,243,243,242.786,,242.786,243,18218.0,,2310,0,FAILURE,"YPSILANTAI, MI",0,0,,243,,5/15/1982,T,1982,,0,,,0,BIF,COMMUNITY BK OF WASHTENAW,0,2,,,MI,,0,243.0,,14310.26326,,NM,1,23,2310,18218,0,667,Midwest
3736,5/31/1982,,BALTIMORE,,MD,,5,45195,,,,,BALTIMORE FS&LA,,5/31/1982,A/A,SL,,,30975.0,,,,,,,,,,,721172,,28503,30-Nov-22,172401.424,na,,,172401.424,-89.412,,-89.412,,,1718,,,,,,,,,,BALTIMORE,,,,,,,,,,,,,132185.086,,,,ASSISTANCE,"BALTIMORE, MD",,,,,,,,1982,6198,,,,,FSLIC,UNITED FS&LA,0,2,,,MD,,1,,,,,SL,3,,0,132185.086,,668,South
3737,6/1/1982,,SAN MARINO,,CA,,6,3113,,,,,SAN MARINO SAVINGS&LOAN ASS,,6/1/1982,A/A,SL,,,31798.0,,,,,,,,,,,462671,,31987,30-Nov-22,36285.067,na,,,36285.067,-126.807,,-126.807,,,7694,,,,,,,,,,MONTEBELLO,,,,,,,,,,,,,34378.309,,,,ASSISTANCE,"MONTEBELLO, CA",,,,,,,,1982,7479,,,,,FSLIC,MONTEBELLO FS&LA,0,2,,,CA,,1,,,,,SL,3,,0,34378.309,,669,West
3738,,,,10,MO,,,,,,0,,,,10/3/1936,P&A,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Oct,,,,,0,0,,0,,,,,,,,,STOVER,,10/3/1936,0,0,0,0,0,0,0,3,0,0,153.0,,,,FAILURE,"STOVER, MO",,,,,10/3/2022,,,1936,,,P&A,,,BIF,STOVER BANK,,,,,,,,,,,,NM,1,,0,,,67,Midwest
3739,6/10/1982,,MINOT,,ND,,6,13478,,,,,MIDWEST FS&LA,,6/10/1982,A/A,SL,,,27899.0,,,,,,,,,,,680372,,27920,30-Nov-22,62995.76,na,,,62995.76,922.916,,922.916,,,546,,,,,,,,,,VALLEY CITY,,,,,,,,,,,,,58767.095,,,,ASSISTANCE,"VALLEY CITY, ND",,,,,,,,1982,509,,,,,FSLIC,FIDELITY FS&LA,0,2,,,ND,,1,,,,,SL,3,,0,58767.095,,670,Midwest
3740,6/12/1982,7953,NEW YORK CITY,,PR,I,6,,320,12/1/1991,320,11/1/1988,CITIBANK N A,,6/12/1982,PA,NM,,,22321.0,,320,320,320,3/31/1982,,320,320,320,320,219316,,7213,30-Nov-22,21440,na,15029,,21440.0,1222,0,1222,320,320,,320,320,320,,,320,320,320,320,BAYAMON,1/31/2022,,320,320,320,320,320,320,319.816,,319.816,320,17922.0,,2311,0,FAILURE,"BAYAMON, PR",0,0,,320,,6/12/1982,T,1982,,0,,,0,BIF,BANCO REGIONAL,0,2,,,NY,,0,320.0,,22619.1954,,NM,1,362,2311,17922,0,671,
3741,6/23/1982,3954,,,AR,I,6,,433,3/1/1993,433,12/1/1989,,,6/23/1982,PO,NM,,,15933.0,,433,433,433,3/31/1982,,433,433,433,433,189848,,,30-Nov-22,6316,na,2027,,6316.0,404,0,404,433,433,,433,433,433,,,433,433,433,433,TILLAR,1/31/2022,,433,433,433,433,433,433,432.501,,432.501,433,5582.0,POSNN,6388,3923.68071,FAILURE,"TILLAR, AR",6135.38591,0,,433,,6/23/1982,T,1982,,0,,,0,BIF,CITIZENS BANK,0,2,,,,,0,433.0,,6156.16768,,NM,1,-175,6388,5582,0,672,South
3742,6/25/1982,12800,LEWISTON,,IL,I,6,,8167,6/1/1989,8167,12/1/1988,FARMERS STB OF FULTON CO,,6/25/1982,PA,NM,,,10454.0,,8167,8167,8167,3/31/1982,,8167,8167,8167,8167,358336,,23866,30-Nov-22,30852,na,8276,,30852.0,2073,0,2073,8167,8167,,8167,8167,8167,,,8167,8167,8167,8167,LEWISTON,1/31/2022,,8167,8167,8167,8167,8167,8167,8167.285,,8167.285,8167,28104.0,,2312,0,FAILURE,"LEWISTON, IL",0,0,,8167,,6/25/1982,T,1982,,0,,,0,BIF,FARMERS STATE BK OF LEWISTON,0,2,,,IL,,0,8167.0,,20926.89016,,NM,1,149,2312,28104,0,673,Midwest
3743,7/2/1982,1588,OWENSVILLE,,MO,I,7,,1024,1/1/1990,1024,8/1/1988,EAGLE BANK OF GASCONADE,,7/2/1982,PA,NM,,,13586.0,,1024,1024,1024,6/30/1982,,1024,1024,1024,1024,762849,,23894,30-Nov-22,4251,na,834,,4251.0,198,0,198,1024,1024,,1024,1024,1024,,,1024,1024,1024,1024,BLAND,1/31/2022,,1024,1024,1024,1024,1024,1024,1024.206,,1024.206,1024,3902.0,,2313,0,FAILURE,"BLAND, MO",0,0,,1024,,7/2/1982,T,1982,,0,,,0,BIF,THE BELLE-BLAND BANK,0,3,,,MO,,0,1024.0,,2421.88215,,NM,1,0,2313,3902,0,674,Midwest
3744,7/5/1982,285582,,,OK,I,7,,64970,7/1/1996,64970,3/1/1995,,,7/5/1982,DINB,N,,,18153.0,,64970,64970,64970,3/31/1982,,64970,64970,64970,64970,629456,,,30-Nov-22,436484,na,215787,,436484.0,33052,0,33052,64970,64970,,64970,64970,64970,,,64970,64970,64970,64970,OKLAHOMA CITY,1/31/2022,,64970,64970,64970,64970,64970,64970,64969.501,,65056.561,64970,390029.0,PONNN,5391,51.45428,FAILURE,"OKLAHOMA CITY, OK",219236.63799,-29,,64970,,7/7/1982,T,1982,,0,,,0,BIF,"PENN SQUARE BANK, N.A.",0,3,,,,,0,64970.0,,496096.88754,,N,1,4705,5391,390029,0,675,South
3745,7/15/1982,,SPRINGFIELD,,MO,,7,2956,700,,700,,GREAT SOUTHERN S&LA,,7/15/1982,A/A,SL,,,31683.0,,700,700,700,,,700,700,700,700,203472,,29546,30-Nov-22,13903.601,na,,,13903.601,-91.732,,-91.732,700,700,3641,700,700,700,,,700,700,700,700,BRANSON,,,700,700,700,700,700,700,700,,700,700,12777.135,,,,ASSISTANCE,"BRANSON, MO",,,,700,,,,1982,7338,,,,,FSLIC,TRI-LAKES FS&LA,0,3,,,MO,,1,700.0,,,,SL,3,,0,12777.135,,676,Midwest
3746,7/16/1982,,WILKES-BARRE,,PA,,7,15111,7092,,7092,,FRANKLIN FIRST FS&LA,,7/16/1982,A/A,SL,,,29452.0,,7092,7092,7092,,,7092,7092,7092,7092,263270,,29136,30-Nov-22,45770.938,na,,,45770.938,1963.786,,1963.786,7092,7092,2976,7092,7092,7092,,,7092,7092,7092,7092,PITTSTON,,,7092,7092,7092,7092,7092,7092,7091.581,,7091.58103,7092,43346.118,,,,ASSISTANCE,"PITTSTON, PA",,,,7092,,,,1982,3475,,,,,FSLIC,FIRST FS&LA OF PITTSTON,0,3,,,PA,,1,7092.0,,,,SL,3,,0,43346.118,,677,Northeast
3747,7/27/1982,7651,REDWATER,,TX,I,7,,3417,4/1/1995,3417,12/1/1988,FIRST BANK&TRUST REDWATE,,7/27/1982,PA,NM,,,12767.0,,3417,3417,3417,6/30/1982,,3417,3417,3417,3417,649669,,23965,30-Nov-22,14070,na,5384,,14070.0,1285,0,1285,3417,3417,,3417,3417,3417,,,3417,3417,3417,3417,REDWATER,1/31/2022,,3417,3417,3417,3417,3417,3417,3416.971,,3416.97105,3417,12407.0,,2315,0,FAILURE,"REDWATER, TX",0,0,,3417,,7/28/1982,T,1982,,0,,,0,BIF,GUARANTY BOND STATE BANK,0,3,,,TX,,0,3417.0,,13021.81469,,NM,1,12,2315,12407,0,678,South
3748,7/27/1982,8577,HOOKS,,TX,I,7,,2161,10/1/1992,2161,12/1/1988,FIRST BANK&TRUST HOOKS,,7/27/1982,PA,NM,,,17716.0,,2161,2161,2161,6/30/1982,,2161,2161,2161,2161,707756,,23964,30-Nov-22,14413,na,4345,,14413.0,1001,0,1001,2161,2161,,2161,2161,2161,,,2161,2161,2161,2161,HOOKS,1/31/2022,,2161,2161,2161,2161,2161,2161,2160.954,,2160.954,2161,13408.0,,2314,0,FAILURE,"HOOKS, TX",0,0,,2161,,7/28/1982,T,1982,,0,,,0,BIF,THE BOWIE COUNTY STATE BANK,0,3,,,TX,,0,2161.0,,12921.71153,,NM,1,0,2314,13408,0,679,South
3749,,,,10,LA,,,,,,0,,,,10/9/1936,PO,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Oct,1169.0,,,,0,0,,0,,,,,,,,,MANSFIELD,,10/9/1936,0,0,0,0,0,0,0,9,0,0,996.0,,,,FAILURE,"MANSFIELD, LA",,,,,10/9/2022,,,1936,,,PO,,,BIF,DESOTO BANK AND TRUST COMPANY,,,,,,,,,,,,NM,1,,0,,,68,South
3750,7/30/1982,5068,BOSTON,,MA,I,7,,2842,4/1/1989,2842,7/1/1988,BOSTON BANK OF COMMERCE,,7/30/1982,PA,NM,,,19831.0,,2842,2842,2842,6/30/1982,,2842,2842,2842,2842,690607,,23966,30-Nov-22,12759,na,1181,,12759.0,-895,0,-895,2842,2842,,2842,2842,2842,,,2842,2842,2842,2842,BOSTON,1/31/2022,,2842,2842,2842,2842,2842,2842,2841.948,,2841.948,2842,11467.0,,2316,0,FAILURE,"BOSTON, MA",0,0,,2842,,9/15/1982,T,1982,,0,,,0,BIF,UNITY BK & TR COMPANY,0,3,,,MA,,0,2842.0,,6248.7913,,NM,1,0,2316,11467,0,680,Northeast
3751,7/30/1982,,DELAND,,TX,,7,39271,537,,537,,EMPIRE OF AMERICA FSA,,7/30/1982,A/A,SL,,,27906.0,,537,537,537,,,537,537,537,537,681977,,29308,30-Nov-22,181691.558,na,,,181691.558,3669.544,,3669.544,6936,537,3258,537,537,537,,1626,537,537,537,537,BAYTOWN,,,537,537,537,537,537,537,605.4893,,537.04451,537,157791.455,,1626,,ASSISTANCE,"BAYTOWN, TX",,,,537,,,,1982,519,,,,,FSLIC,HARRIS COUNTY FS&LA,0,3,,,FL,,1,537.0,,,,SL,3,,1626,157791.455,,681,South
3752,7/30/1982,,BUFFALO,,FL,,7,133713,1829,,1829,,"EMPIRE OF AMERICA, FSA",,7/30/1982,A/A,SL,,,29308.0,,1829,1829,1829,,,1829,1829,1829,1829,38870,,29308,30-Nov-22,549297.709,na,,,549297.709,8243.995,,8243.995,23616,1829,3258,1829,1829,1829,,1626,1829,1829,1829,1829,DELAND,,,1829,1829,1829,1829,1829,1829,2061.6179,,1828.57152,1829,486774.459,,1626,,ASSISTANCE,"DELAND, FL",,,,1829,,,,1982,3258,,,,,FSLIC,FIRST OF MID FLORIDA,0,3,,,NY,,1,1829.0,,,,SL,3,,1626,486774.459,,682,South
3753,7/30/1982,,SOUTHFIELD,,MI,,7,229241,3135,,3135,,"EMPIRE OF AMERICA, FSA",,7/30/1982,A/A,SB,,,30321.0,,3135,3135,3135,,,3135,3135,3135,3135,108773,,30321,30-Nov-22,841712.782,na,,,841712.782,-15076.97,,-15076.97,40488,3135,5160,3135,3135,3135,,1626,3135,3135,3135,3135,SOUTHFIELD,,,3135,3135,3135,3135,3135,3135,3534.4906,,3134.94996,3135,475755.738,,1626,,ASSISTANCE,"SOUTHFIELD, MI",,,,3135,,,,1982,5160,,,,,FSLIC,AMERICAN FS&LA,0,3,,,MI,,1,3135.0,,,,SB,3,,1626,475755.738,,683,Midwest
